Station,StationID,Date,Time,SampleDescription,FieldNotes,Weather,NorthLat,WestLong,Chla,Pheophytin,DissAmmonia,DissCalcium,DissChloride,DissNitrateNitrite,DOC,TOC,DON,DissOrthoPhos,TotPhos,DissSilica,TDS,TSS,VSS,TKN,Depth,Secchi,Microcystis,SpCndSurface,FluorescenceSurface,DOSurface,WTSurface,TurbiditySurface,pHSurface,SpCndBottom,FluorescenceBottom,DOBottom,WTBottom,TurbidityBottom,pHBottom
D16 ,B9D80581401,2012-06-12,08:20,,N/A,Mostly sunny & clear w/ medium winds 11.6mph,N/A,N/A,1.87,1.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.1,96,N/A,279,2.9,8.55,20.6,6.3,7.88,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2012-07-10,07:00,,Microcystis and filamentous algae observed with medium to high densities,"Mostly sunny and clear with light winds, 5 mph",N/A,N/A,2.96,1.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.4,104,N/A,412,2.7,7.7,22.6,7.3,7.63,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2012-08-08,06:50,,"Aphanizomenon and microcystis present, dense colonies",mostly sunny and clear w/ light wind (7mph),N/A,N/A,5.36,0.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.7,104,N/A,413,3.5,8.05,21.9,4.9,7.78,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2012-09-06,06:55,,"Microcystis present, low density",Mostly cloudy and cool with medium winds (13 mph).,N/A,N/A,1.71,0.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,58.9,124,N/A,1069,3.5,8.2,21.8,4.3,7.59,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2012-10-04,07:30,,N/A,mostly sunny and clear w/ med. wind (14-16 mph),N/A,N/A,7.16,2.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.7,112,N/A,877,6.5,8.4,20.7,6.5,7.83,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2012-11-06,09:10,,N/A,mostly sunny and clear w/ light wind (5-6 mph),N/A,N/A,1.31,0.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48,140,N/A,654,1.7,7.9,17.5,4.5,7.35,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2012-12-06,14:45,,N/A,"mostly cloudy and cool, light breeze (1-2 mph)",N/A,N/A,0.93,0.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.6,44,N/A,658,3.2,8,13.9,28.8,7.09,N/A,N/A,N/A,N/A,N/A,N/A
D16,B9D80581401,2013-01-17,08:10,,N/A,foggy and cool,N/A,N/A,0.88,0.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.8,48,N/A,241,4.7,10.35,7.2,18.8,7.53,N/A,N/A,N/A,N/A,N/A,N/A
D16,B9D80581401,2013-02-20,10:30,,N/A,mostly sunny and cool w/ med. to strong wind (17mph),N/A,N/A,1.5,0.54,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.6,124,N/A,253,3.8,10.4,10.8,6.1,7.79,N/A,N/A,N/A,N/A,N/A,N/A
D16,B9D80581401,2013-03-21,09:30,,N/A,mostly sunny and clear w/ med. wind (11-13 mph),N/A,N/A,2.35,0.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.1,172,N/A,276,4.1,9.65,15.2,3.3,7.81,N/A,N/A,N/A,N/A,N/A,N/A
D16,B9D80581401,2013-04-18,07:30,,N/A,Mostly sunny and cool with light winds (7-8 mph),N/A,N/A,11.96,1.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.3,105,N/A,232,6.9,9.5,16.2,5.5,8.01,N/A,N/A,N/A,N/A,N/A,N/A
D16,B9D80581401,2013-05-16,07:05,,N/A,"Overcast and cool with intermittent rain, winds 15-16 mph",N/A,N/A,1.4,2.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.9,72,N/A,273,2.6,7.5,20.6,11.2,7.63,N/A,N/A,N/A,N/A,N/A,N/A
D16,B9D80581401,2013-06-17,09:50,,N/A,mostly sunny and clear w/ strong winds,N/A,N/A,2.41,0.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,47.6,72,N/A,274,2.8,8,21.5,13.1,7.85,N/A,N/A,N/A,N/A,N/A,N/A
D16,B9D80581401,2013-07-16,08:00,,N/A,"Mostly sunny clear and warm, with light winds (5 mph)",N/A,N/A,4.11,1.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.5,100,N/A,579,2.3,7.85,22.9,9.3,7.84,N/A,N/A,N/A,N/A,N/A,N/A
D16,B9D80581401,2013-08-13,07:20,,N/A,Mostly sunny and clear with light winds (4 mph) *m=4,N/A,N/A,3.35,0.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,48.4,84,N/A,707,1.4,8.2,21.6,5.8,7.72,N/A,N/A,N/A,N/A,N/A,N/A
D16,B9D80581401,2013-09-24,07:03,,N/A,"clear, slight breeze, *microcystis",N/A,N/A,3.45,1.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.4,112,N/A,646,2.3,8.2,21.17,13.4,7.73,N/A,N/A,N/A,N/A,N/A,N/A
D16,B9D80581401,2013-10-10,07:25,,N/A,Partly cloudy and cool with light winds (6mph). Microcystis present,N/A,N/A,1.74,1.21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.4,100,N/A,547,2,8.4,18.3,9.5,7.75,N/A,N/A,N/A,N/A,N/A,N/A
D16,B9D80581401,2013-11-07,07:15,,N/A,"mostly sunny and cool w/ clear sky, no wind",N/A,N/A,1.27,1.04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,53.7,168,N/A,615,2.3,9.2,15.3,9.9,7.5,N/A,N/A,N/A,N/A,N/A,N/A
D16,B9D80581401,2013-12-10,09:40,,N/A,"Mostly sunny, cold, and clear with light winds (5 mph)",N/A,N/A,1.19,0.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.8,148,N/A,723,2.5,10.1,9.8,5.9,7.8,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2014-01-09,09:10,,N/A,"partly cloudy, light wind",N/A,N/A,2.19,0.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38,148,N/A,1149,3.8,10.4,9.1,8.4,7.52,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2014-02-06,07:50,,N/A,Overcast and cool with light winds (3 mph),N/A,N/A,1.48,0.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,50.2,156,N/A,989,3.9,9.65,10.9,4.4,7.51,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2014-03-07,06:50,,N/A,<,N/A,N/A,1.5,0.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.9,108,N/A,457,3.4,8.2,14.7,7.3,7.3,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2014-04-08,09:00,,N/A,"partly cloudy and warm, light wind (6-8 mph)",N/A,N/A,3.54,0.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,43.7,88,N/A,358,3.6,9.15,16.6,9.5,7.5,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2014-05-08,09:15,,N/A,mostly cloudy and cool w/ med. Wind (16 mph),N/A,N/A,2.11,1.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.9,76,N/A,461,2.9,8.55,19.3,14.9,7.74,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2014-06-05,07:10,,N/A,"Mostly sunny, warm, and clear with light winds (3 mph) m*",N/A,N/A,1.84,0.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.4,88,N/A,1123,1.9,8.15,21.8,6.4,7.7,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2014-07-03,06:10,,N/A,"Mostly sunny, warm, and clear with light winds (4-5 mph), mc=2",N/A,N/A,1.66,0.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,38.7,92,N/A,846,2,7.8,23.3,8,7.7,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2014-08-18,09:20,,MC=3,"Sunny, clear, and warm with medium winds (11-12 mph)",N/A,N/A,4.24,1.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51,88,N/A,618,2.2,7.7,23.4,7,7.8,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2014-09-16,09:00,,microcystis,"mostly sunny, clear, warm, med. wind (12-15 mph)",N/A,N/A,6.41,1.74,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.6,116,N/A,663,1.9,8,22.5,7.6,7.7,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2014-10-02,09:25,,N/A,"sunny, clear, warm, w/ light winds",N/A,N/A,6.19,1.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.9,124,N/A,724,2.6,7.7,21.6,5.1,7.7,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2014-11-13,08:35,,N/A,Overcast and cool with light winds (3mph) MC=2,N/A,N/A,2.26,0.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,44.1,152,N/A,678,2.3,8.2,17.3,5,7.4,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2014-12-16,10:45,,N/A,"Overcast and cloudy, light winds(8.9 mph)",N/A,N/A,1.09,1.86,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,51.6,15,N/A,630,4,8.3,12.7,75.2,7.4,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2015-01-15,10:35,,N/A,"calm, cool and foggy",N/A,N/A,0.56,1.07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,45.2,60,N/A,341,3.7,9,9.5,19.2,7.5,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2015-02-12,08:15,,N/A,partly cloudy and cool with no wind,N/A,N/A,2.3,2.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.3,24,N/A,367,6,8.6,13.1,62.9,7.5,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2015-03-12,07:00,,N/A,"Cool, Clear Skies, 50F",N/A,N/A,2.57,0.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.3,64,N/A,433,3.6,8.9,15.4,16.1,7.6,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2015-04-10,06:15,,N/A,"cool, sunny, light winds",N/A,N/A,11.13,3.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37.3,60,N/A,702,6.4,8.8,17,14.8,7.9,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2015-05-12,09:30,,N/A,"clear and cool, with strong winds (~18-19 mph)",N/A,N/A,2.87,1.56,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.8,52,N/A,1275,4,7.8,19.5,14.7,7.8,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2015-06-09,07:35,,N/A,"Windy (15mph), slightly overcast, approx. 70-degrees F",N/A,N/A,2.03,1.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35.5,74,N/A,1252,2.1,7.7,22.26,11.1,7.66,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2015-07-08,10:15,,N/A,"sunny, clear, wind (16 MPH)",N/A,N/A,4.59,1.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.4,56,N/A,1909,3.2,8,22.72,10.9,7.88,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2015-08-19,09:05,,N/A,N/A,N/A,N/A,3.08,0.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,40.1,88,2.5,1875,2.4,7.7,23.38,7.3,7.9,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2015-09-21,08:50,,N/A,"sunny, clear, warm with the temperature increasing about 5 degrees at each station",N/A,N/A,3.23,0.82,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,34.3,92,3,1167,1.6,7.5,22.27,7.2,7.9,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2015-10-20,08:20,,N/A,clear and warm with strong winds,N/A,N/A,2.32,1.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,37,100,2,583,1.9,7.9,20.7,6.3,7.8,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2015-11-03,09:08,,N/A,"sunny, cold, winds at 7mph",N/A,N/A,2.96,1.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39.6,96,1,659,2.2,8.2,18.74,5.3,7.77,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2015-12-02,10:45,,N/A,"overcast, winds at 5 mph",N/A,N/A,13.23,1.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,35,76,1,1721,7.1,10.7,11.07,10,7.8,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2016-01-05,12:30,,N/A,"wind, cloudy, scattered showers",N/A,N/A,2.6,1.38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,41,40,1,996,4.2,10.5,8.45,23.3,7.64,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2016-02-02,10:00,,N/A,"windy ~25mph, overcast, cool",N/A,N/A,0.7,0.71,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.8,40,1,240,4.3,9.4,10.7,29.3,7.5,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2016-03-03,09:55,,N/A,"~65 F,partly cloudy, wind ~ 5mph",N/A,N/A,2.06,ND,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,39,108,1,262,3.6,9.1,15.36,9,7.61,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2016-04-14,08:05,,N/A,"winds @ 10-11mph, mostly sunny, cool, approx 57F",N/A,N/A,2.24,0.61,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,36.4,88,1,186,2.8,8.5,17.82,8.9,7.73,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2016-05-12,07:00,,N/A,"sunny, partly cloudy, cool",N/A,N/A,72.72,3.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42,48,1,127,33.6,10.9,19.33,19.4,8.75,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2016-06-10,05:40,,N/A,"mostly sunny, ~63 deg F, winds at 15 mph",N/A,N/A,3.02,1.95,0.07,11,40,0.27,2.4,2.5,0.2,0.06,0.08,9.9,151,13,2,0.5,39.2,80,2,274,3.2,8.26,21.36,11.7,7.74,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2016-07-12,08:55,,N/A,"sunny, approx 75 deg F, winds~18 mph",N/A,N/A,4.88,1.48,0.04,11,90,0.2,2,2.1,0.3,0.04,0.09,10.2,241,9,1,0.4,38.2,88,2,457,2.6,8.41,22.17,8.6,7.74,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2016-08-09,07:35,,N/A,"sunny, clear, ~ 70 deg F, wind ~7 mph",N/A,N/A,3.75,1.46,0.04,11,99,0.17,1.9,1.7,0.1,0.05,0.07,10.6,262,6,2,0.2,42.4,112,3,484,2.1,8.25,22.43,4.26,7.77,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2016-09-09,09:50,,N/A,"mostly sunny and clear with light winds about 2 knots, air temperature about 65F",N/A,N/A,2.07,0.63,0.05,16,230,0.23,1.8,1.9,0.2,0.07,0.09,13.6,542,6,1,0.3,38.5,100,3,982,1.9,8.24,21.2,9.9,7.8,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2016-10-21,07:30,,Vertical Sonde ID: RTM-31  Horizontal Sonde ID: 19,"Clear, Cold (57-degrees F), Wind - Less than 10 (3 mph), Rain (None)",N/A,N/A,1.51,0.82,0.1,13,135,0.41,2.2,1.8,0.2,0.08,0.08,15.1,347,10,1,0.4,38.4,136,2,766,2.2,8.5,17.7,6.8,7.7,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2016-11-04,06:45,,few hyacinth patches,"Air temp:52.7F, wind speed:2.7mph, Partly cloudy, ripples to small waves with no white caps, no rain",N/A,N/A,1.49,ND,0.12,15,145,0.48,2,2,0.2,0.08,0.09,15.9,377,2,ND,0.3,37.1,184,2,693,1.9,8.14,17.04,3.6,7.55,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2016-12-08,10:37,,N/A,"air temp 50.2 degF, wind speed 26.4 mph, sky C, wave scale 3, rain L",N/A,N/A,1.42,0.67,0.17,19,181,0.48,2.8,2.9,0.2,0.08,0.08,21.7,464,13,3,0.5,40.8,96,1,849,3.6,10.27,10.1,8.2,7.66,N/A,N/A,N/A,N/A,N/A,N/A
D16 ,B9D80581401,2017-01-06,08:00,,N/A,"air temp 34.7 deg F, wind speed 6.5 mph, sky partly cloudy, wave scale 1, rain no",N/A,N/A,1.23,1.47,0.11,12,15,0.31,3.3,3.4,0.2,0.05,0.06,20.5,104,23,3,0.4,39,48,1,179,4.2,10.67,8.19,22,7.47,180,3.9,10.6,8.19,23,7.44
D16 ,B9D80581401,2017-02-07,10:00,,"air temp 57.6 deg F, wind speed 17.9 mph, sky cloudy, wave scale 2, no rain",N/A,N/A,N/A,1.6,0.7,0.08,12,9,0.44,3,3.1,0.1,0.05,0.06,15.7,85,14,2,0.4,41.8,52,1,149,2.9,10.84,10.6,18.3,7.02,158,3.3,10.78,10.54,24.9,7.03
D16 ,B9D80581401,2017-03-07,08:15,,N/A,"air temp 46.4 deg F, wind speed 4.9 mph, sky partly cloudy, no waves/flat, no rain",N/A,N/A,1.4,0.59,0.06,12,13,0.47,3.2,3.3,ND,0.07,0.08,14.4,92,10,2,0.4,40.7,52,1,167,2,9.79,11.71,16.4,7.22,168,2.8,9.68,11.7,17.7,7.22
D16 ,B9D80581401,2017-04-04,08:55,,N/A,"57.9F air temp, 5.1MPh wind, partly cloudy, small ripples no rain.",N/A,N/A,1.2,0.71,0.06,10,10,0.24,2.5,2.6,0.2,0.07,0.06,13.2,81,7,ND,0.3,52.5,84,1,140,2.2,9.52,14.89,9.4,7.24,140,1.8,9.41,14.85,11.3,7.23
D16 ,B9D80581401,2017-05-18,07:10,,N/A,"Air temperature 57.2 degrees F, Wind speed 12.1 mph, Partly cloudy, Ripples to small waves with no white caps",N/A,N/A,1.07,ND,0.05,7,7,0.13,2.7,2.7,0.1,0.06,0.06,12.3,67,4,ND,0.2,38.2,136,1,102,1.9,9.4,16.85,5.6,6.99,101,1.2,9.31,16.81,6.3,6.97
D16 ,B9D80581401,2017-06-16,06:30,,N/A,"Air temperature 67.5 degrees F, Wind speed 10.9 mph, Sunny, Ripples to small waves with no white caps",N/A,N/A,1.52,0.63,0.04,8,7,0.17,2.4,2.4,0.2,0.05,0.06,13.3,72,3,ND,0.2,42.3,132,1,116,1.7,8.84,20.04,5.6,7.5,116,2.1,8.74,19.99,9.3,7.46
D16 ,B9D80581401,2017-07-17,09:15,,N/A,"Air temperature 78.3 degrees F, Wind speed 15.4 mph, Sunny, Ripples to small waves with no white caps",N/A,N/A,22.33,5.48,0.04,7,8,0.05,2.4,2.4,0.3,0.04,0.06,4.1,67,18,5,0.3,39.3,80,1,125,9.1,8.88,24.47,10.1,7.63,126,10.5,8.74,24.42,12.1,7.6
D16 ,B9D80581401,2017-08-15,08:35,,a bit hazy weather,"air temp 68.5 deg F, wind speed 3.6 mph, sunny sky, ripples to small waves with no white caps",N/A,N/A,3.22,1.64,0.05,9,23,0.25,2,2,0.1,0.06,0.07,11.7,111,9,2,0.2,37.1,96,2,192,1.8,7.78,23.28,8.5,7.75,210,2.2,7.76,23.23,8.7,7.73
D16 ,B9D80581401,2017-09-13,08:45,,took pre-tow bottom reading at 13 feet from bottom because of high wind and not enough cable,"64.4 F air temperature, 23.4 mph wind speed, partly cloudy, moderate waves, no rain",N/A,N/A,2.65,1.47,0.06,11,12,0.26,2,2.1,0.2,0.06,0.06,15.8,94,8,1,0.3,51,124,3,166,2,8.07,23.08,6.3,7.51,180,2.1,8.04,23.12,7.5,7.54
D16 ,B9D80581401,2017-10-11,07:50,,Very hazy due to fires in Sonoma,"Air temp 54.5 F, wind speed, 13.2 mph, overcast, ripples to small waves with no white caps, no rain",N/A,N/A,1.7,0.84,0.05,9,11,0.21,1.8,1.8,0.1,0.05,0.05,14.7,94,6,1,0.3,39.7,136,1,146,2,8.96,17.69,5.4,7.37,161,1.5,8.97,17.69,5.7,7.42
D16 ,B9D80581401,2017-11-14,09:40,,N/A,"air temp 56.8 F, wind speed 9.4 mph, sunny, ripples to small waves with no white caps, no rain",N/A,N/A,1.13,ND,0.08,11,19,0.46,2.2,2.2,0.2,0.07,0.07,15.1,101,3,ND,0.4,49.9,200,2,185,1.5,8.82,15.37,2.9,7.38,181,1.9,8.64,15.32,8.3,7.33
D16 ,B9D80581401,2017-12-12,11:05,,N/A,"Air temperature 46.8 degrees Fahrenheit, Wind speed 3.3 mph, Sunny, No waves/flat",N/A,N/A,1.29,0.55,0.14,16,156,0.49,2.8,2.8,0.3,0.07,0.07,17.3,394,6,1,0.4,54.5,168,1,731,1.6,9.99,10.92,3.9,7.63,735,1.5,9.83,10.84,4.7,7.57
D16 ,B9D80581401,2018-01-09,09:30,,N/A,"49.5 degrees F with 12.8 mph winds, cloudy with ripples to small waves with no white caps, and light rain",N/A,N/A,1.17,0.56,0.19,16,153,0.44,2.6,2.6,0.2,0.07,0.07,17,395,5,ND,0.4,41.5,140,1,733,1.5,10.21,10.05,4.6,7.51,791,2.6,10.13,9.98,4.9,7.49
D16 ,B9D80581401,2018-02-07,08:40,,N/A,"Air Temp 52.0 degrees F, Wind Speed 6.5 mph, Sunny, No Waves/Flat, No Rain",N/A,N/A,1.26,ND,0.09,15,37,0.64,3.7,3.8,0.4,0.07,0.07,19.1,168,5,1,0.5,38.5,136,1,297,3.7,9.67,11.77,4.7,7.37,298,3.1,9.6,11.77,4.4,7.34
D16 ,B9D80581401,2018-03-13,12:20,,N/A,"Air Temp 53.6 degrees F, Wind Speed 28.8 mph, overcast, ripples to small waves with no white caps, Light rain",N/A,N/A,2.72,0.62,0.13,16,25,0.53,3.4,3.5,0.4,0.06,0.07,16.3,150,5,1,0.6,45.4,140,1,228,2.2,9.84,12.79,6.3,7.58,237,2.1,9.8,12.79,6.9,7.56
D16 ,B9D80581401,2018-04-10,10:20,,N/A,"Air temp 62.4 degrees fahrenheit, Wind speed 11.4 mph, Overcast, Ripples to small waves with no white caps, No rain",N/A,N/A,1.8,1.07,0.07,10,12,0.26,3.2,3.2,0.2,0.05,0.05,13.8,91,6,1,0.3,39.5,116,1,151,3.5,9.46,15.3,8.8,7.5,146,3.7,9.38,15.09,11.7,7.5
D16 ,B9D80581401,2018-05-09,09:15,,N/A,"Air temp 61.3 deg F, wind speed 27 mph, sunny, ripples to small waves w/ no white caps",N/A,N/A,1.92,0.69,0.05,12,19,0.3,3.5,3.6,0.3,0.07,0.07,12.3,122,3,ND,0.4,42.5,140,1,210,2.9,9.05,18.8,4.3,7.83,212,3.4,8.95,18.78,4.9,7.79
D16 ,B9D80581401,2018-06-07,08:25,,N/A,"Air temp 61.7 deg F, wind speed 11.4 mph, sunny, ripples to small waves with no white caps",N/A,N/A,2.74,0.72,0.02,11,17,0.29,2.5,2.6,0.2,0.07,0.08,11.9,114,3,1,0.2,41.5,196,2,190,2.7,8.69,21.56,2.8,7.43,190,2.8,8.59,21.57,4.2,7.43
D16 ,B9D80581401,2018-07-09,12:10,,N/A,"82.0 degrees F, with 13.6 mph winds, sunny, ripples to small waves with no white caps, and no rain",N/A,N/A,3.69,1.03,0.04,10,21,0.32,2.3,2.3,0.1,0.06,0.06,13.1,105,5,1,0.2,39.9,156,3,194,1.7,8.29,22.82,4.2,7.79,233,2.1,8.29,22.73,6.3,7.81
D16 ,B9D80581401,2018-08-06,10:40,,smoky/hazy conditions,"Air temperature 76.3 deg F, wind speed 9.7 mph, overcast, ripples to small waves with no white caps",N/A,N/A,4.14,2.27,0.024,11,55,0.18,2.1,2.1,0.12,0.06,0.07,12.6,179,5,1,0.222,34.3,144,3,324,3.3,8.52,22.79,3.6,7.59,334,2.9,8.37,22.7,5.8,7.52
D16 ,B9D80581401,2018-09-17,09:35,,N/A,"Air temp 62.4 deg F, wind speed 6.6 mph, sunny, ripples to small waves with no white caps",N/A,N/A,1.97,0.83,0.04,17,172,0.221,2.2,2.3,0.1,0.075,0.08,16.2,413,5,1,0.3,35.4,164,3,751,2.3,8.46,20.48,3.9,7.84,966,2.5,8.45,20.32,4.6,7.84
