"","TowID","StationID","TowNum","TowTime","Tide","BottomDepth","CableOut","Duration"
"8463",8464,2930,2,1899-12-30 07:21:00,"4",13,75,10
"8464",8465,2931,3,1899-12-30 07:57:00,"1",11,75,10
"8465",8466,2931,1,1899-12-30 07:31:00,"1",11,75,10
"8466",8467,2931,2,1899-12-30 07:44:00,"1",11,75,10
"8467",8468,2932,1,1899-12-30 08:20:00,"2",11,75,10
"8468",8469,2932,2,1899-12-30 08:34:00,"2",11,75,10
"8469",8470,2932,3,1899-12-30 09:08:00,"2",11,75,10
"8470",8471,2933,3,1899-12-30 10:03:00,"2",35,175,10
"8471",8472,2933,2,1899-12-30 09:48:00,"2",35,175,10
"8472",8473,2933,1,1899-12-30 09:35:00,"2",35,175,10
"8473",8474,2934,2,1899-12-30 10:40:00,"2",17,100,10
"8474",8475,2934,3,1899-12-30 10:53:00,"2",17,100,10
"8475",8476,2934,1,1899-12-30 10:27:00,"2",17,100,10
"8476",8477,2935,1,1899-12-30 11:26:00,"2",13,75,10
"8477",8478,2935,2,1899-12-30 11:40:00,"2",13,75,10
"8478",8479,2935,3,1899-12-30 11:54:00,"2",13,75,10
"8479",8480,2936,1,1899-12-30 13:28:00,"2",23,75,10
"8480",8481,2936,2,1899-12-30 13:37:00,"2",23,75,10
"8481",8482,2936,3,1899-12-30 13:51:00,"2",23,75,10
"8482",8483,2937,1,1899-12-30 14:07:00,"3",13,75,10
"8483",8484,2937,2,1899-12-30 14:21:00,"3",13,75,10
"8484",8485,2937,3,1899-12-30 14:46:00,"3",13,75,10
"8485",8486,2938,1,1899-12-30 09:11:00,"4",26,175,10
"8486",8487,2938,2,1899-12-30 09:27:00,"4",26,175,10
"8487",8488,2938,3,1899-12-30 09:42:00,"4",26,175,10
"8488",8489,2939,1,1899-12-30 10:02:00,"4",10,75,10
"8489",8490,2939,3,1899-12-30 10:33:00,"4",10,75,10
"8490",8491,2939,2,1899-12-30 10:18:00,"4",10,75,10
"8491",8492,2940,1,1899-12-30 06:35:00,"2",40,200,10
"8492",8493,2940,2,1899-12-30 06:51:00,"2",40,200,10
"8493",8494,2940,3,1899-12-30 07:06:00,"2",40,200,10
"8494",8495,2941,3,1899-12-30 08:00:00,"2",8,75,10
"8495",8496,2941,1,1899-12-30 07:31:00,"2",8,75,10
"8496",8497,2941,2,1899-12-30 07:45:00,"2",8,75,10
"8497",8498,2942,3,1899-12-30 09:12:00,"2",24,150,10
"8498",8499,2942,1,1899-12-30 08:42:00,"2",24,150,10
"8499",8500,2942,2,1899-12-30 08:58:00,"2",24,150,10
"8500",8501,2943,1,1899-12-30 14:20:00,"2",34,175,10
"8501",8502,2943,2,1899-12-30 14:34:00,"2",34,175,10
"8502",8503,2943,3,1899-12-30 14:48:00,"2",34,175,10
"8503",8504,2944,2,1899-12-30 13:38:00,"2",40,200,10
"8504",8505,2944,3,1899-12-30 13:52:00,"2",40,200,10
"8505",8506,2944,1,1899-12-30 13:24:00,"2",40,200,10
"8506",8507,2945,1,1899-12-30 11:59:00,"2",28,150,10
"8507",8508,2945,2,1899-12-30 12:13:00,"2",28,150,10
"8508",8509,2945,3,1899-12-30 12:27:00,"2",28,150,10
"8509",8510,2946,1,1899-12-30 09:49:00,"2",24,150,10
"8510",8511,2946,2,1899-12-30 10:02:00,"2",24,150,10
"8511",8512,2946,3,1899-12-30 10:16:00,"2",24,150,10
"8512",8513,2947,1,1899-12-30 10:48:00,"2",22,150,10
"8513",8514,2947,2,1899-12-30 11:02:00,"2",22,150,10
"8514",8515,2947,3,1899-12-30 11:16:00,"2",22,150,10
"8515",8516,2948,1,1899-12-30 10:33:00,"2",13,100,10
"8516",8517,2948,2,1899-12-30 10:46:00,"2",13,100,10
"8517",8518,2948,3,1899-12-30 10:59:00,"2",13,100,10
"8518",8519,2949,1,1899-12-30 11:18:00,"2",24,175,10
"8519",8520,2949,2,1899-12-30 11:31:00,"2",24,175,10
"8520",8521,2949,3,1899-12-30 11:44:00,"2",24,175,10
"8521",8522,2950,1,1899-12-30 12:16:00,"2",11,100,10
"8522",8523,2950,3,1899-12-30 12:42:00,"2",11,100,10
"8523",8524,2950,2,1899-12-30 12:29:00,"2",11,100,10
"8524",8525,2951,1,1899-12-30 13:10:00,"2",30,200,10
"8525",8526,2951,2,1899-12-30 13:41:00,"2",30,200,10
"8526",8527,2951,3,1899-12-30 13:54:00,"2",30,200,10
"8527",8528,2952,3,1899-12-30 09:44:00,"2",20,150,10
"8528",8529,2952,1,1899-12-30 09:17:00,"2",20,150,10
"8529",8530,2952,2,1899-12-30 09:31:00,"2",20,150,10
"8530",8531,2953,3,1899-12-30 08:47:00,"1",17,125,10
"8531",8532,2953,1,1899-12-30 08:23:00,"1",17,125,10
"8532",8533,2953,2,1899-12-30 08:35:00,"1",17,125,10
"8533",8534,2954,1,1899-12-30 07:27:00,"1",39,225,10
"8534",8535,2954,2,1899-12-30 07:41:00,"1",39,225,10
"8535",8536,2954,3,1899-12-30 07:53:00,"1",39,225,10
"8536",8537,2955,3,1899-12-30 06:46:00,"4",17,125,10
"8537",8538,2955,2,1899-12-30 06:34:00,"4",17,125,10
"8538",8539,2955,1,1899-12-30 06:21:00,"4",17,125,10
"8539",8540,2956,2,1899-12-30 06:59:00,"2",9,75,10
"8540",8541,2956,3,1899-12-30 07:18:00,"2",9,75,10
"8541",8542,2956,1,1899-12-30 06:41:00,"2",9,75,10
"8542",8543,2957,1,1899-12-30 07:40:00,"2",26,150,10
"8543",8544,2957,2,1899-12-30 07:55:00,"2",26,150,10
"8544",8545,2957,3,1899-12-30 08:10:00,"2",26,150,10
"8545",8546,2958,1,1899-12-30 08:39:00,"2",30,175,10
"8546",8547,2958,2,1899-12-30 08:56:00,"2",30,175,10
"8547",8548,2958,3,1899-12-30 09:15:00,"2",30,175,10
"8548",8549,2959,1,1899-12-30 14:38:00,"2",30,175,10
"8549",8550,2959,2,1899-12-30 14:53:00,"2",30,175,10
"8550",8551,2959,3,1899-12-30 15:08:00,"2",30,175,10
"8551",8552,2960,1,1899-12-30 13:28:00,"2",41,175,10
"8552",8553,2960,2,1899-12-30 13:48:00,"2",35,175,10
"8553",8554,2960,3,1899-12-30 14:00:00,"2",35,175,10
"8554",8555,2961,1,1899-12-30 08:25:00,"1",30,175,10
"8555",8556,2961,3,1899-12-30 08:54:00,"2",30,175,10
"8556",8557,2961,2,1899-12-30 08:39:00,"1",30,175,10
"8557",8558,2962,1,1899-12-30 12:11:00,"2",5,75,10
"8558",8559,2962,2,1899-12-30 12:28:00,"2",5,75,10
"8559",8560,2962,3,1899-12-30 12:41:00,"2",5,75,10
"8560",8561,2963,3,1899-12-30 11:45:00,"2",23,175,10
"8561",8562,2963,1,1899-12-30 11:19:00,"2",23,175,10
"8562",8563,2963,2,1899-12-30 11:32:00,"2",23,175,10
"8563",8564,2964,3,1899-12-30 10:48:00,"2",33,175,10
"8564",8565,2964,1,1899-12-30 10:20:00,"2",33,175,10
"8565",8566,2964,2,1899-12-30 10:34:00,"2",33,175,10
"8566",8567,2965,1,1899-12-30 09:23:00,"2",13,75,10
"8567",8568,2965,2,1899-12-30 09:38:00,"2",13,75,10
"8568",8569,2965,3,1899-12-30 09:51:00,"2",13,75,10
"8569",8570,2966,2,1899-12-30 07:50:00,"1",23,175,10
"8570",8571,2966,3,1899-12-30 08:03:00,"1",23,175,10
"8571",8572,2966,1,1899-12-30 07:34:00,"1",23,175,10
"8572",8573,2967,1,1899-12-30 06:34:00,"4",30,200,10
"8573",8574,2967,2,1899-12-30 06:56:00,"4",30,200,10
"8574",8575,2967,3,1899-12-30 07:11:00,"4",30,200,10
"8575",8576,2968,1,1899-12-30 08:34:00,"2",12,75,10
"8576",8577,2968,2,1899-12-30 08:49:00,"2",12,75,10
"8577",8578,2968,3,1899-12-30 09:04:00,"2",12,75,10
"8578",8579,2969,1,1899-12-30 09:32:00,"2",22,175,10
"8579",8580,2969,2,1899-12-30 09:45:00,"2",22,175,10
"8580",8581,2969,3,1899-12-30 09:59:00,"2",22,175,10
"8581",8582,2970,1,1899-12-30 10:21:00,"2",16,100,10
"8582",8583,2970,2,1899-12-30 10:36:00,"2",16,100,10
"8583",8584,2970,3,1899-12-30 10:49:00,"2",16,100,10
"8584",8585,2971,1,1899-12-30 11:22:00,"2",13,75,10
"8585",8586,2971,2,1899-12-30 11:35:00,"2",13,75,10
"8586",8587,2971,3,1899-12-30 11:51:00,"2",13,75,10
"8587",8588,2972,1,1899-12-30 12:08:00,"2",15,75,10
"8588",8589,2972,3,1899-12-30 12:34:00,"3",15,75,10
"8589",8590,2972,2,1899-12-30 12:22:00,"3",15,75,10
"8590",8591,2973,1,1899-12-30 12:51:00,"3",14,75,10
"8591",8592,2973,2,1899-12-30 13:04:00,"3",14,75,10
"8592",8593,2973,3,1899-12-30 13:18:00,"3",14,75,10
"8593",8594,2974,3,1899-12-30 07:44:00,"1",10,75,10
"8594",8595,2974,1,1899-12-30 07:17:00,"1",10,75,10
"8595",8596,2974,2,1899-12-30 07:31:00,"1",10,75,10
"8596",8597,2975,3,1899-12-30 07:25:00,"4",10,75,10
"8597",8598,2975,1,1899-12-30 07:00:00,"4",10,75,10
"8598",8599,2975,2,1899-12-30 07:10:00,"4",10,75,10
"8599",8600,2976,1,1899-12-30 08:27:00,"4",22,175,10
"8600",8601,2976,2,1899-12-30 08:41:00,"4",22,175,10
"8601",8602,2976,3,1899-12-30 08:55:00,"4",22,175,10
"8602",8603,2977,3,1899-12-30 10:40:00,"2",56,225,10
"8603",8604,2977,2,1899-12-30 10:25:00,"2",56,225,10
"8604",8605,2977,1,1899-12-30 10:11:00,"2",56,225,10
"8605",8606,2978,2,1899-12-30 09:29:00,"1",10,75,10
"8606",8607,2978,3,1899-12-30 09:43:00,"1",10,75,10
"8607",8608,2978,1,1899-12-30 09:13:00,"1",10,75,10
"8608",8609,2979,1,1899-12-30 11:06:00,"2",40,225,10
"8609",8610,2979,2,1899-12-30 11:19:00,"2",40,225,10
"8610",8611,2979,3,1899-12-30 11:33:00,"2",40,225,10
"8611",8612,2980,1,1899-12-30 06:39:00,"4",41,225,10
"8612",8613,2980,2,1899-12-30 06:55:00,"4",41,225,10
"8613",8614,2980,3,1899-12-30 07:08:00,"4",41,225,10
"8614",8615,2981,1,1899-12-30 07:31:00,"2",8,75,10
"8615",8616,2981,2,1899-12-30 07:45:00,"2",8,75,10
"8616",8617,2981,3,1899-12-30 07:58:00,"2",8,75,10
"8617",8618,2982,1,1899-12-30 08:23:00,"2",29,175,10
"8618",8619,2982,2,1899-12-30 08:36:00,"2",29,175,10
"8619",8620,2982,3,1899-12-30 08:50:00,"2",29,175,10
"8620",8621,2983,1,1899-12-30 16:48:00,"4",33,225,10
"8621",8622,2983,3,1899-12-30 17:15:00,"4",33,225,10
"8622",8623,2983,2,1899-12-30 17:02:00,"4",33,225,10
"8623",8624,2984,1,1899-12-30 15:29:00,"2",37,225,10
"8624",8625,2984,2,1899-12-30 15:42:00,"2",37,225,10
"8625",8626,2984,3,1899-12-30 15:58:00,"2",37,225,10
"8626",8627,2985,3,1899-12-30 14:47:00,"2",30,200,10
"8627",8628,2985,1,1899-12-30 14:20:00,"2",30,200,10
"8628",8629,2985,2,1899-12-30 14:33:00,"2",30,200,10
"8629",8630,2986,3,1899-12-30 09:44:00,"2",40,200,10
"8630",8631,2986,1,1899-12-30 09:14:00,"2",40,200,10
"8631",8632,2986,2,1899-12-30 09:29:00,"2",40,200,10
"8632",8633,2987,1,1899-12-30 12:24:00,"4",26,150,10
"8633",8634,2987,2,1899-12-30 12:38:00,"4",26,150,10
"8634",8635,2987,3,1899-12-30 12:51:00,"4",26,150,10
"8635",8636,2988,2,1899-12-30 13:07:00,"2",13,100,10
"8636",8637,2988,3,1899-12-30 13:21:00,"2",13,100,10
"8637",8638,2988,1,1899-12-30 12:54:00,"2",13,100,10
"8638",8639,2989,1,1899-12-30 09:47:00,"2",26,175,10
"8639",8640,2989,2,1899-12-30 10:02:00,"2",26,175,10
"8640",8641,2989,3,1899-12-30 10:16:00,"2",26,175,10
"8641",8642,2990,1,1899-12-30 11:45:00,"2",13,100,10
"8642",8643,2990,2,1899-12-30 11:58:00,"2",13,100,10
"8643",8644,2990,3,1899-12-30 12:12:00,"2",13,100,10
"8644",8645,2991,1,1899-12-30 10:55:00,"2",31,200,10
"8645",8646,2991,2,1899-12-30 11:08:00,"2",31,200,10
"8646",8647,2991,3,1899-12-30 11:22:00,"2",31,200,10
"8647",8648,2992,1,1899-12-30 08:57:00,"2",20,150,5
"8648",8649,2992,2,1899-12-30 09:05:00,"2",20,150,5
"8649",8650,2992,3,1899-12-30 09:14:00,"2",20,150,5
"8650",8651,2993,1,1899-12-30 08:07:00,"1",17,125,10
"8651",8652,2993,2,1899-12-30 08:19:00,"1",17,125,10
"8652",8653,2993,3,1899-12-30 08:32:00,"1",17,125,10
"8653",8654,2994,1,1899-12-30 07:08:00,"4",38,225,10
"8654",8655,2994,3,1899-12-30 07:41:00,"4",38,225,10
"8655",8656,2994,2,1899-12-30 07:27:00,"4",38,225,10
"8656",8657,2995,1,1899-12-30 06:06:00,"4",17,125,10
"8657",8658,2995,2,1899-12-30 06:21:00,"4",17,125,10
"8658",8659,2995,3,1899-12-30 06:34:00,"4",17,125,10
"8659",8660,2996,3,1899-12-30 10:24:00,"2",55,225,10
"8660",8661,2996,1,1899-12-30 09:50:00,"2",55,225,10
"8661",8662,2996,2,1899-12-30 10:08:00,"2",55,225,10
"8662",8663,2997,3,1899-12-30 13:41:00,"2",30,200,10
"8663",8664,2997,1,1899-12-30 13:14:00,"2",30,200,10
"8664",8665,2997,2,1899-12-30 13:27:00,"2",30,200,10
"8665",8666,2998,1,1899-12-30 11:27:00,"2",38,225,10
"8666",8667,2998,2,1899-12-30 11:42:00,"2",38,225,10
"8667",8668,2998,3,1899-12-30 11:54:00,"2",38,225,10
"8668",8669,2999,3,1899-12-30 07:15:00,"4",12,75,10
"8669",8670,2999,2,1899-12-30 07:02:00,"4",12,75,10
"8670",8671,2999,1,1899-12-30 06:48:00,"4",12,75,10
"8671",8672,3000,2,1899-12-30 07:49:00,"4",26,175,10
"8672",8673,3000,3,1899-12-30 08:02:00,"4",26,175,10
"8673",8674,3000,1,1899-12-30 07:37:00,"4",26,175,10
"8674",8675,3001,1,1899-12-30 08:22:00,"1",26,175,10
"8675",8676,3001,2,1899-12-30 08:36:00,"1",26,175,10
"8676",8677,3001,3,1899-12-30 08:51:00,"1",26,175,10
"8677",8678,3002,1,1899-12-30 12:23:00,"2",22,175,10
"8678",8679,3002,2,1899-12-30 12:36:00,"2",22,175,10
"8679",8680,3002,3,1899-12-30 12:51:00,"2",22,175,10
"8680",8681,3003,1,1899-12-30 14:09:00,"2",33,200,10
"8681",8682,3003,2,1899-12-30 14:21:00,"2",33,200,10
"8682",8683,3003,3,1899-12-30 14:36:00,"2",33,200,10
"8683",8684,3004,1,1899-12-30 12:40:00,"2",17,125,10
"8684",8685,3004,2,1899-12-30 12:53:00,"2",17,125,10
"8685",8686,3004,3,1899-12-30 13:07:00,"2",17,125,10
"8686",8687,3005,1,1899-12-30 13:29:00,"2",35,225,10
"8687",8688,3005,3,1899-12-30 13:55:00,"2",35,225,10
"8688",8689,3005,2,1899-12-30 13:42:00,"2",35,225,10
"8689",8690,3006,1,1899-12-30 11:43:00,"2",34,200,10
"8690",8691,3006,2,1899-12-30 11:59:00,"2",34,200,10
"8691",8692,3006,3,1899-12-30 12:12:00,"2",34,200,10
"8692",8693,3007,3,1899-12-30 11:19:00,"2",5,75,10
"8693",8694,3007,1,1899-12-30 10:51:00,"2",5,75,10
"8694",8695,3007,2,1899-12-30 11:05:00,"2",5,75,10
"8695",8696,3008,3,1899-12-30 10:25:00,"2",50,225,10
"8696",8697,3008,1,1899-12-30 09:57:00,"2",50,225,10
"8697",8698,3008,2,1899-12-30 10:11:00,"2",50,225,10
"8698",8699,3009,1,1899-12-30 08:00:00,"1",30,225,10
"8699",8700,3009,2,1899-12-30 08:52:00,"1",30,225,10
"8700",8701,3010,3,1899-12-30 07:34:00,"4",15,75,10
"8701",8702,3010,1,1899-12-30 07:05:00,"4",15,75,10
"8702",8703,3010,2,1899-12-30 07:20:00,"4",15,75,10
"8703",8704,3011,1,1899-12-30 07:07:00,"2",10,75,10
"8704",8705,3012,1,1899-12-30 08:01:00,"2",10,75,10
"8705",8706,3012,2,1899-12-30 08:15:00,"2",10,75,10
"8706",8707,3012,3,1899-12-30 08:30:00,"2",10,75,10
"8707",8708,3013,1,1899-12-30 09:00:00,"2",10,150,10
"8708",8709,3013,2,1899-12-30 09:14:00,"2",10,150,10
"8709",8710,3013,3,1899-12-30 09:29:00,"2",10,150,10
"8710",8711,3014,1,1899-12-30 09:47:00,"2",12,75,10
"8711",8712,3014,2,1899-12-30 10:01:00,"2",12,75,10
"8712",8713,3014,3,1899-12-30 10:14:00,"2",12,75,10
"8713",8714,3015,1,1899-12-30 10:45:00,"2",14,75,10
"8714",8715,3015,2,1899-12-30 10:59:00,"2",14,75,10
"8715",8716,3015,3,1899-12-30 11:42:00,"2",14,75,10
"8716",8717,3016,1,1899-12-30 11:31:00,"2",14,75,10
"8717",8718,3016,2,1899-12-30 11:45:00,"2",14,75,10
"8718",8719,3016,3,1899-12-30 11:59:00,"2",14,75,10
"8719",8720,3017,1,1899-12-30 12:15:00,"2",13,75,10
"8720",8721,3017,3,1899-12-30 12:41:00,"2",13,75,10
"8721",8722,3017,2,1899-12-30 12:29:00,"2",13,75,10
"8722",8723,3018,1,1899-12-30 10:10:00,"2",10,75,10
"8723",8724,3018,2,1899-12-30 10:23:00,"2",10,75,10
"8724",8725,3018,3,1899-12-30 10:35:00,"2",10,75,10
"8725",8726,3019,3,1899-12-30 09:35:00,"1",25,150,10
"8726",8727,3019,1,1899-12-30 09:07:00,"1",25,150,10
"8727",8728,3019,2,1899-12-30 09:20:00,"1",25,150,10
"8728",8729,3020,3,1899-12-30 08:45:00,"1",8,75,10
"8729",8730,3020,1,1899-12-30 08:16:00,"1",8,75,10
"8730",8731,3020,2,1899-12-30 08:30:00,"1",8,75,10
"8731",8732,3021,1,1899-12-30 05:52:00,"2",29,200,10
"8732",8733,3021,2,1899-12-30 06:07:00,"2",29,200,10
"8733",8734,3021,3,1899-12-30 06:22:00,"2",29,200,10
"8734",8735,3022,3,1899-12-30 07:20:00,"2",10,75,10
"8735",8736,3022,2,1899-12-30 07:04:00,"2",10,75,10
"8736",8737,3022,1,1899-12-30 06:47:00,"2",10,75,10
"8737",8738,3023,2,1899-12-30 07:54:00,"2",28,175,10
"8738",8739,3023,3,1899-12-30 08:09:00,"2",28,175,10
"8739",8740,3023,1,1899-12-30 07:39:00,"2",28,175,10
"8740",8741,3024,1,1899-12-30 14:18:00,"3",35,225,10
"8741",8742,3024,2,1899-12-30 14:32:00,"3",35,225,10
"8742",8743,3024,3,1899-12-30 14:47:00,"3",35,225,10
"8743",8744,3025,1,1899-12-30 13:25:00,"3",36,225,10
"8744",8745,3025,2,1899-12-30 13:40:00,"3",36,225,10
"8745",8746,3025,3,1899-12-30 13:54:00,"3",36,225,10
"8746",8747,3026,1,1899-12-30 12:33:00,"3",37,225,10
"8747",8748,3026,2,1899-12-30 12:47:00,"3",37,225,10
"8748",8749,3026,3,1899-12-30 13:03:00,"3",37,225,10
"8749",8750,3027,1,1899-12-30 10:56:00,"1",25,175,10
"8750",8751,3027,2,1899-12-30 11:26:00,"1",25,175,10
"8751",8752,3027,3,1899-12-30 11:41:00,"1",25,175,10
"8752",8753,3028,1,1899-12-30 08:35:00,"2",28,175,10
"8753",8754,3028,3,1899-12-30 09:05:00,"2",28,175,10
"8754",8755,3028,2,1899-12-30 08:50:00,"2",28,175,10
"8755",8756,3029,1,1899-12-30 09:39:00,"1",24,150,10
"8756",8757,3029,2,1899-12-30 09:53:00,"1",24,150,10
"8757",8758,3029,3,1899-12-30 10:08:00,"1",24,150,10
"8758",8759,3030,3,1899-12-30 13:47:00,"2",32,200,10
"8759",8760,3030,1,1899-12-30 13:17:00,"2",32,200,10
"8760",8761,3030,2,1899-12-30 13:32:00,"2",32,200,10
"8761",8762,3031,3,1899-12-30 12:01:00,"2",12,75,10
"8762",8763,3031,1,1899-12-30 11:32:00,"2",12,75,10
"8763",8764,3031,2,1899-12-30 11:46:00,"2",12,75,10
"8764",8765,3032,1,1899-12-30 12:26:00,"2",30,200,10
"8765",8766,3032,2,1899-12-30 12:39:00,"2",30,200,10
"8766",8767,3032,3,1899-12-30 12:53:00,"2",30,200,10
"8767",8768,3033,2,1899-12-30 08:33:00,"2",32,200,10
"8768",8769,3033,3,1899-12-30 08:46:00,"2",32,200,10
"8769",8770,3033,1,1899-12-30 08:19:00,"2",32,200,10
"8770",8771,3034,1,1899-12-30 10:20:00,"2",13,75,10
"8771",8772,3034,2,1899-12-30 10:33:00,"2",13,75,10
"8772",8773,3035,1,1899-12-30 09:26:00,"2",40,225,10
"8773",8774,3035,2,1899-12-30 09:40:00,"2",40,225,10
"8774",8775,3035,3,1899-12-30 09:54:00,"2",40,225,10
"8775",8776,3036,2,1899-12-30 07:33:00,"1",18,125,5
"8776",8777,3036,3,1899-12-30 07:41:00,"1",18,125,10
"8777",8778,3036,1,1899-12-30 07:23:00,"1",18,125,10
"8778",8779,3037,2,1899-12-30 06:56:00,"4",18,150,10
"8779",8780,3037,3,1899-12-30 07:09:00,"4",18,150,10
"8780",8781,3037,1,1899-12-30 06:40:00,"4",18,150,10
"8781",8782,3038,1,1899-12-30 05:27:00,"1",24,150,10
"8782",8783,3038,2,1899-12-30 05:57:00,"1",24,150,10
"8783",8784,3038,3,1899-12-30 06:10:00,"1",24,150,10
"8784",8785,3039,3,1899-12-30 11:56:00,"2",26,175,10
"8785",8786,3039,2,1899-12-30 11:42:00,"2",26,175,10
"8786",8787,3039,1,1899-12-30 11:28:00,"2",26,175,10
"8787",8788,3040,2,1899-12-30 09:57:00,"2",23,175,10
"8788",8789,3040,3,1899-12-30 10:11:00,"2",23,175,10
"8789",8790,3040,1,1899-12-30 09:44:00,"2",23,175,10
"8790",8791,3041,1,1899-12-30 08:50:00,"2",55,225,10
"8791",8792,3041,2,1899-12-30 09:04:00,"2",55,225,10
"8792",8793,3041,3,1899-12-30 09:17:00,"2",55,225,10
"8793",8794,3042,1,1899-12-30 07:54:00,"2",30,200,10
"8794",8795,3042,2,1899-12-30 08:10:00,"2",30,200,10
"8795",8796,3042,3,1899-12-30 08:23:00,"2",30,200,10
"8796",8797,3043,1,1899-12-30 10:33:00,"2",6,75,10
"8797",8798,3043,2,1899-12-30 10:48:00,"2",6,75,10
"8798",8799,3043,3,1899-12-30 11:01:00,"2",6,75,10
"8799",8800,3044,1,1899-12-30 12:39:00,"2",38,225,10
"8800",8801,3044,2,1899-12-30 12:53:00,"2",38,225,10
"8801",8802,3044,3,1899-12-30 13:08:00,"2",38,225,10
"8802",8803,3045,3,1899-12-30 07:28:00,"1",10,75,10
"8803",8804,3045,1,1899-12-30 06:50:00,"1",10,75,10
"8804",8805,3045,2,1899-12-30 07:13:00,"1",10,75,10
"8805",8806,3046,1,1899-12-30 13:29:00,"2",21,175,10
"8806",8807,3046,2,1899-12-30 13:43:00,"2",21,175,10
"8807",8808,3046,3,1899-12-30 13:56:00,"2",21,175,10
"8808",8809,3047,3,1899-12-30 14:47:00,"2",31,200,10
"8809",8810,3047,1,1899-12-30 14:18:00,"2",31,200,10
"8810",8811,3047,2,1899-12-30 14:33:00,"2",31,200,10
"8811",8812,3048,3,1899-12-30 12:02:00,"2",10,75,10
"8812",8813,3048,1,1899-12-30 11:33:00,"2",10,75,10
"8813",8814,3048,2,1899-12-30 11:48:00,"2",10,75,10
"8814",8815,3049,1,1899-12-30 12:27:00,"2",10,75,10
"8815",8816,3049,2,1899-12-30 12:41:00,"2",10,75,10
"8816",8817,3049,3,1899-12-30 12:55:00,"2",10,75,10
"8817",8818,3050,3,1899-12-30 11:11:00,"2",33,175,10
"8818",8819,3050,2,1899-12-30 10:57:00,"2",33,175,10
"8819",8820,3050,1,1899-12-30 10:42:00,"2",33,175,10
"8820",8821,3051,2,1899-12-30 09:56:00,"2",5,75,10
"8821",8822,3051,3,1899-12-30 10:10:00,"2",5,75,10
"8822",8823,3051,1,1899-12-30 09:42:00,"2",5,75,10
"8823",8824,3052,1,1899-12-30 08:44:00,"2",24,175,10
"8824",8825,3052,2,1899-12-30 08:58:00,"2",24,175,10
"8825",8826,3052,3,1899-12-30 09:12:00,"2",24,175,10
"8826",8827,3053,1,1899-12-30 07:44:00,"2",33,175,10
"8827",8828,3053,2,1899-12-30 07:58:00,"2",33,175,10
"8828",8829,3053,3,1899-12-30 08:13:00,"2",33,175,10
"8829",8830,3054,1,1899-12-30 06:49:00,"2",13,75,10
"8830",8831,3054,2,1899-12-30 07:03:00,"2",13,75,10
"8831",8832,3054,3,1899-12-30 07:16:00,"2",13,75,10
"8832",8833,3055,3,1899-12-30 08:03:00,"4",46,225,10
"8833",8834,3055,1,1899-12-30 07:32:00,"4",46,225,10
"8834",8835,3055,2,1899-12-30 07:47:00,"4",46,225,10
"8835",8836,3056,3,1899-12-30 09:07:00,"4",8,75,10
"8836",8837,3056,1,1899-12-30 08:32:00,"4",8,75,10
"8837",8838,3056,2,1899-12-30 08:48:00,"4",8,75,10
"8838",8839,3057,1,1899-12-30 10:42:00,"4",30,175,10
"8839",8840,3057,2,1899-12-30 10:57:00,"4",30,175,10
"8840",8841,3057,3,1899-12-30 11:09:00,"4",30,175,10
"8841",8842,3058,3,1899-12-30 17:54:00,"2",40,225,10
"8842",8843,3058,1,1899-12-30 17:30:00,"2",40,225,10
"8843",8844,3058,2,1899-12-30 17:41:00,"2",40,225,10
"8844",8845,3059,3,1899-12-30 17:02:00,"2",35,225,10
"8845",8846,3059,1,1899-12-30 16:26:00,"2",35,225,10
"8846",8847,3059,2,1899-12-30 16:48:00,"2",35,225,10
"8847",8848,3060,1,1899-12-30 15:34:00,"2",36,225,10
"8848",8849,3060,2,1899-12-30 15:45:00,"2",36,225,10
"8849",8850,3060,3,1899-12-30 16:01:00,"2",36,225,10
"8850",8851,3061,2,1899-12-30 14:15:00,"2",35,200,10
"8851",8852,3061,3,1899-12-30 14:29:00,"2",35,200,10
"8852",8853,3061,1,1899-12-30 14:02:00,"2",35,200,10
"8853",8854,3062,1,1899-12-30 11:48:00,"1",26,200,10
"8854",8855,3062,2,1899-12-30 12:05:00,"1",26,200,10
"8855",8856,3062,3,1899-12-30 12:21:00,"1",26,200,10
"8856",8857,3063,1,1899-12-30 12:55:00,"1",24,175,10
"8857",8858,3063,2,1899-12-30 13:10:00,"1",24,175,10
"8858",8859,3063,3,1899-12-30 13:24:00,"1",24,175,10
"8859",8860,3064,1,1899-12-30 13:15:00,"2",13,100,10
"8860",8861,3064,2,1899-12-30 13:29:00,"2",13,100,10
"8861",8862,3064,3,1899-12-30 13:42:00,"2",13,100,10
"8862",8863,3065,1,1899-12-30 09:41:00,"4",31,200,10
"8863",8864,3065,2,1899-12-30 09:56:00,"4",34,225,10
"8864",8865,3065,3,1899-12-30 10:10:00,"4",34,225,10
"8865",8866,3066,1,1899-12-30 10:30:00,"1",35,225,10
"8866",8867,3066,2,1899-12-30 10:44:00,"1",35,225,10
"8867",8868,3066,3,1899-12-30 10:58:00,"1",35,225,10
"8868",8869,3067,3,1899-12-30 12:48:00,"2",14,100,10
"8869",8870,3067,1,1899-12-30 12:22:00,"2",14,100,10
"8870",8871,3067,2,1899-12-30 12:35:00,"2",14,100,10
"8871",8872,3068,1,1899-12-30 11:32:00,"1",38,225,10
"8872",8873,3068,2,1899-12-30 11:45:00,"1",38,225,10
